,County,City,Zipcode,Date,Price,Bedrooms,Title,Location,Link
16,Bergen,Alpine,7620,2018-04-16 18:30,1000,1br,Apt. For Rent, Union City,https://newjersey.craigslist.org/apa/d/apt-for-rent/6563021648.html
17,Bergen,Alpine,7620,2018-04-16 18:29,1800,4br,"&& updated 4 Bedroom unit&& in Hackensack, NJ central air"," Hackensack, NJ",https://newjersey.craigslist.org/apa/d/updated-4-bedroom-unit-in/6563091112.html
18,Bergen,Alpine,7620,2018-04-16 18:24,1600,2br,2 bedroom Apartment in 5 room plus enclosed porch, Lyndhurst,https://newjersey.craigslist.org/apa/d/2-bedroom-apartment-in-5-room/6560383825.html
19,Bergen,Alpine,7620,2018-04-16 18:24,1600,2br,2Br for Rent No Brokers Fee!, Jersey City,https://newjersey.craigslist.org/apa/d/2br-for-rent-no-brokers-fee/6563086226.html
20,Bergen,Alpine,7620,2018-04-16 18:22,1850,2br,"***Beautiful 2 bed 2 bath 15 minutes from NYC****Jersey City, NJ***"," Jersey City, NJ",https://newjersey.craigslist.org/apa/d/beautiful-2-bed-2-bath-15/6563084959.html
21,Bergen,Alpine,7620,2018-04-16 18:22,3570,1br,"Stunning 1 bedroom, 1 bathroom Furnished Apartment", Somerville,https://newjersey.craigslist.org/apa/d/stunning-1-bedroom-1-bathroom/6563084876.html
22,Bergen,Alpine,7620,2018-04-16 18:21,2975,1br,"$500 MOVE IN PROMO - WALK IN CLOSET, STAINLESS STEEL APPLIANCES+++",,https://newjersey.craigslist.org/apa/d/500-move-in-promo-walk-in/6560887884.html
23,Bergen,Alpine,7620,2018-04-16 18:15,1195,1br,1Br for Rent No Brokers Fee!, Union City,https://newjersey.craigslist.org/apa/d/1br-for-rent-no-brokers-fee/6563078186.html
24,Bergen,Alpine,7620,2018-04-16 18:15,1800,3br,Apt. For Rent, North Bergen,https://newjersey.craigslist.org/apa/d/apt-for-rent/6563017920.html
25,Bergen,Alpine,7620,2018-04-16 18:14,1400,1br,"Amazing apartment.Furnished, all included", Blairstown,https://newjersey.craigslist.org/apa/d/amazing-apartmentfurnished/6563065420.html
26,Bergen,Alpine,7620,2018-04-16 18:13,2281,1br,Newly Constructed Apartment Building/ Units Available! Parking/Balcony," North New Jersey, Hudson Valley NY",https://newjersey.craigslist.org/apa/d/newly-constructed-apartment/6563069741.html
27,Bergen,Alpine,7620,2018-04-16 18:13,3325,1br,Expansive 1 BR W/Den Corner Unit!, Hoboken,https://newjersey.craigslist.org/apa/d/expansive-1-br-den-corner-unit/6544036858.html
29,Bergen,Alpine,7620,2018-04-16 18:11,2775,2br,NO BROKER FEE - 2 Bed/1 Bath - Parking - Balcony - Laundry on Floor, Hoboken,https://newjersey.craigslist.org/apa/d/no-broker-fee-2-bed-1-bath/6551969831.html
30,Bergen,Alpine,7620,2018-04-16 18:11,2995,1br,NO FEE + 1 MONTH FREE--$500 Sec Dep--All New Luxury Doorman Building, Jersey City/Hoboken Border,https://newjersey.craigslist.org/apa/d/no-fee-1-month-free-500-sec/6557056462.html
31,Bergen,Alpine,7620,2018-04-16 18:11,4000,3br,NO FEE_Large 3 Bed/2 Bath Duplex_Walk to PATH_W/D in unit, Hoboken,https://newjersey.craigslist.org/apa/d/no-feelarge-3-bed-2-bath/6559088363.html
32,Bergen,Alpine,7620,2018-04-16 18:11,2545,1br,NO FEE__Walk to NYC Transport__Pool/Gym/Doorman__WATERFRONT BUILDING, Weehawken,https://newjersey.craigslist.org/apa/d/no-feewalk-to-nyc/6551970407.html
33,Bergen,Alpine,7620,2018-04-16 18:11,3755,2br,NO FEE__1 MONTH FREE__BRAND NEW__SHUTTLE/GYM/POOL/DOORMAN, Jersey City,https://newjersey.craigslist.org/apa/d/no-fee1-month-freebrand/6540765036.html
34,Bergen,Alpine,7620,2018-04-16 18:11,3400,2br,HUGE 2 Bed/2 Bath__Elevator Building__PARKING INCLUDED & W/D in UNIT!, Hoboken,https://newjersey.craigslist.org/apa/d/huge-2-bed-2-bathelevator/6539440736.html
35,Bergen,Alpine,7620,2018-04-16 18:11,4805,3br,NO REALTOR FEE+1 MONTH FREE--NEVER LIVED IN--Easy Commute--Lux UNITS, Jersey City/Hoboken Border,https://newjersey.craigslist.org/apa/d/no-realtor-fee1-month-free/6539923978.html
36,Bergen,Alpine,7620,2018-04-16 18:11,1450,1br,Close to NYC Transportation - Steps to Blvd East - 1 Bed/1 Bath!, Weehawken,https://newjersey.craigslist.org/apa/d/close-to-nyc-transportation/6549608961.html
37,Bergen,Alpine,7620,2018-04-16 18:11,2400,2br,2 Bedroom/1 Bathroom in Hoboken w/ Balcony - Close to everything, Hoboken,https://newjersey.craigslist.org/apa/d/2-bedroom-1-bathroom-in/6559100350.html
38,Bergen,Alpine,7620,2018-04-16 18:11,2850,2br,NO BROKER FEES - 2 Bed/2 Bath - Elevator & Gym - Parking on Site, Hoboken,https://newjersey.craigslist.org/apa/d/no-broker-fees-2-bed-2-bath/6552520952.html
39,Bergen,Alpine,7620,2018-04-16 18:10,2800,2br,2 Bed/1 Bath--NO BROKER FEE--W/D in Unit--Walking Distance to PATH!!, Hoboken,https://newjersey.craigslist.org/apa/d/2-bed-1-bath-no-broker-fee-d/6551971049.html
40,Bergen,Alpine,7620,2018-04-16 18:10,800,,$800/Studio with shared common room!!, Wallington,https://newjersey.craigslist.org/apa/d/800-studio-with-shared-common/6563073345.html
41,Bergen,Alpine,7620,2018-04-16 18:10,1295,1br,1Br for Rent No Brokers Fee!, Union City,https://newjersey.craigslist.org/apa/d/1br-for-rent-no-brokers-fee/6563072706.html
42,Bergen,Alpine,7620,2018-04-16 18:08,1600,,Spacious 3 Bedroom 2 Full Bath Duplex Laundry Hookups Parking, 466 Rosa Parks Boulevard,https://newjersey.craigslist.org/apa/d/spacious-3-bedroom-2-full/6563071484.html
43,Bergen,Alpine,7620,2018-04-16 18:07,2375,1br,"$2,375/1BR/1BA/ Luxury apartment in newest apt building!!!", Lyndhurst,https://newjersey.craigslist.org/apa/d/2375-1br-1ba-luxury-apartment/6563070614.html
44,Bergen,Alpine,7620,2018-04-16 18:07,1300,3br,Large 3 Bedroom Apartment Move In Ready, 482 Summer Avenue,https://newjersey.craigslist.org/apa/d/large-3-bedroom-apartment/6563069939.html
45,Bergen,Alpine,7620,2018-04-16 18:04,1400,2br,Apt. For Rent, Union City,https://newjersey.craigslist.org/apa/d/apt-for-rent/6563023493.html
46,Bergen,Alpine,7620,2018-04-16 18:04,1350,3br,3 Habitaciones - Apartament Se Renta - $1350," Paterson, NJ",https://newjersey.craigslist.org/apa/d/3-habitaciones-apartament-se/6563067103.html
47,Bergen,Alpine,7620,2018-04-16 18:04,1000,1br,Apt. For Rent, North Bergen,https://newjersey.craigslist.org/apa/d/apt-for-rent/6563013469.html
48,Bergen,Alpine,7620,2018-04-16 18:03,2000,1br,"$2,000/1BR/1BA/ Luxury apartment in newest apt building!!", Lyndhurst,https://newjersey.craigslist.org/apa/d/2000-1br-1ba-luxury-apartment/6563065916.html
49,Bergen,Alpine,7620,2018-04-16 18:02,1175,1br,STUNNING KITCHEN*BRAND NEW APPLIANCES*OFF STREET PARKING*REAL PICS," ORANGE, NJ - 380 PARK AVE",https://newjersey.craigslist.org/apa/d/stunning-kitchenbrand-new/6537405162.html
51,Bergen,Alpine,7620,2018-04-16 18:00,2360,2br,♻2BR LUXURY BUILDING! **NO FEE! FREE SHUTTLE TO EXPRESS NYC TRAINS!, EAST RUTHERFORD,https://newjersey.craigslist.org/apa/d/2br-luxury-building-no-fee/6557037315.html
52,Bergen,Alpine,7620,2018-04-16 17:59,2630,2br,♧ 2BR LUXURY PROPERTY! 2 MONTHS FREE RENT! *NO FEE! MINUTES FROM NYC!, SECAUCUS,https://newjersey.craigslist.org/apa/d/2br-luxury-property-2-months/6557068613.html
53,Bergen,Alpine,7620,2018-04-16 17:59,2115,1br,♻♻ 1BR LUXURY PROPERTY! ** NO FEE! MOMENTS FROM NYC ♻♻, ENGLEWOOD,https://newjersey.craigslist.org/apa/d/1br-luxury-property-no-fee/6559084349.html
54,Bergen,Alpine,7620,2018-04-16 17:59,1795,1br,♻1BR LUXURY BUILDING! **NO FEE! FREE SHUTTLE TO EXPRESS NYC TRAINS!, EAST RUTHERFORD,https://newjersey.craigslist.org/apa/d/1br-luxury-building-no-fee/6558867574.html
55,Bergen,Alpine,7620,2018-04-16 17:59,1955,,♻1BR LUXURY BUILDING! **NO FEE! FREE SHUTTLE TO EXPRESS NYC TRAINS!, EAST RUTHERFORD,https://newjersey.craigslist.org/apa/d/1br-luxury-building-no-fee/6557025279.html
56,Bergen,Alpine,7620,2018-04-16 17:59,2030,1br,♧ 1BR LUXURY PROPERTY! 2 MONTHS FREE RENT! *NO FEE! MINUTES FROM NYC!, SECAUCUS,https://newjersey.craigslist.org/apa/d/1br-luxury-property-2-months/6557061721.html
57,Bergen,Alpine,7620,2018-04-16 17:59,1780,1br,♻1BR LUXURY BUILDING! **NO FEE! FREE SHUTTLE TO EXPRESS NYC TRAINS!, EAST RUTHERFORD,https://newjersey.craigslist.org/apa/d/1br-luxury-building-no-fee/6549788010.html
58,Bergen,Alpine,7620,2018-04-16 17:58,1930,1br,♻1BR W/TERRACE LUXURY BLDG *NO FEE! FREE SHUTTLE TO EXPRESS NYC TRAINS, EAST RUTHERFORD,https://newjersey.craigslist.org/apa/d/1br-terrace-luxury-bldg-no/6547082901.html
59,Bergen,Alpine,7620,2018-04-16 17:57,1980,1br,♻1BR W/TERRACE LUXURY BLDG *NO FEE! FREE SHUTTLE TO EXPRESS NYC TRAINS, EAST RUTHERFORD,https://newjersey.craigslist.org/apa/d/1br-terrace-luxury-bldg-no/6557033286.html
60,Bergen,Alpine,7620,2018-04-16 17:57,1600,,Large 4 Bedroom Duplex 1 Bathroom Nice Yard New Kitchen & Bath, 41 Highland Street,https://newjersey.craigslist.org/apa/d/large-4-bedroom-duplex-1/6563059987.html
61,Bergen,Alpine,7620,2018-04-16 17:57,2340,2br,♻2BR LUXURY BUILDING! **NO FEE! FREE SHUTTLE TO EXPRESS NYC TRAINS!, EAST RUTHERFORD,https://newjersey.craigslist.org/apa/d/2br-luxury-building-no-fee/6557028812.html
62,Bergen,Alpine,7620,2018-04-16 17:56,2025,,♻1BR W/TERRACE LUXURY BLDG *NO FEE! FREE SHUTTLE TO EXPRESS NYC TRAINS, EAST RUTHERFORD,https://newjersey.craigslist.org/apa/d/1br-terrace-luxury-bldg-no/6544169102.html
63,Bergen,Alpine,7620,2018-04-16 17:56,1575,1br,Very Cozy apartment in Full Service building! Available now,,https://newjersey.craigslist.org/apa/d/very-cozy-apartment-in-full/6563027398.html
64,Bergen,Alpine,7620,2018-04-16 17:56,2270,2br,♻2BR LUXURY BUILDING! **NO FEE! FREE SHUTTLE TO EXPRESS NYC TRAINS!, EAST RUTHERFORD,https://newjersey.craigslist.org/apa/d/2br-luxury-building-no-fee/6543173608.html
65,Bergen,Alpine,7620,2018-04-16 17:56,2021,1br,♧ 1BR LUXURY PROPERTY! 2 MONTHS FREE RENT! *NO FEE! MINUTES FROM NYC!, SECAUCUS,https://newjersey.craigslist.org/apa/d/1br-luxury-property-2-months/6544156123.html
66,Bergen,Alpine,7620,2018-04-16 17:55,2052,,♧LARGE 710 sq ft Studio in Luxury Building! NO FEE! Free trans to NYC!, Fort Lee,https://newjersey.craigslist.org/apa/d/large-710-sq-ft-studio-in/6545201661.html
67,Bergen,Alpine,7620,2018-04-16 17:55,2327,1br,"♧Stunning 1 BR in Luxury, building! NO FEE! Free Transportation to NYC", Fort Lee,https://newjersey.craigslist.org/apa/d/stunning-1-br-in-luxury/6545216291.html
68,Bergen,Alpine,7620,2018-04-16 17:55,2550,2br,"2 bedroom - Air Conditioning, Short Term/Corporate Units, Covered Parking",,https://newjersey.craigslist.org/apa/d/2-bedroom-air-conditioning/6557298911.html
69,Bergen,Alpine,7620,2018-04-16 17:55,2025,1br,♧ 1BR LUXURY PROPERTY! 2 MONTHS FREE RENT! *NO FEE! MINUTES FROM NYC!, SECAUCUS,https://newjersey.craigslist.org/apa/d/1br-luxury-property-2-months/6558861226.html
70,Bergen,Alpine,7620,2018-04-16 17:55,2300,2br,♻2BR LUXURY BUILDING! **NO FEE! FREE SHUTTLE TO EXPRESS NYC TRAINS!, EAST RUTHERFORD,https://newjersey.craigslist.org/apa/d/2br-luxury-building-no-fee/6544173978.html
71,Bergen,Alpine,7620,2018-04-16 17:49,1600,3br,"1 Family Home 4 Rent ! 2 Kitchens, washer/dryer hookups, 2 bathrooms", 158 Lyon Street Paterson,https://newjersey.craigslist.org/apa/d/1-family-home-4-rent-2/6559387467.html
72,Bergen,Alpine,7620,2018-04-16 17:49,2475,2br,♻♻ 2BR LUXURY PROPERTY! **NO FEE! MOMENTS FROM NYC ♻♻, ENGLEWOOD,https://newjersey.craigslist.org/apa/d/2br-luxury-property-no-fee/6558877995.html
73,Bergen,Alpine,7620,2018-04-16 17:45,1600,3br,Se Renta Casa de 1 Familia, 158 Lyon St.,https://newjersey.craigslist.org/apa/d/se-renta-casa-de-1-familia/6560726750.html
74,Bergen,Alpine,7620,2018-04-16 17:44,1400,2br,Apt.For Rent, North Bergen,https://newjersey.craigslist.org/apa/d/aptfor-rent/6563011527.html
75,Bergen,Alpine,7620,2018-04-16 17:44,1195,1br,GRANITE COUNTER+SS APPLIANCES--GORGEOUS APT--NEAR TRANSIT, HIGH STREET ORANGE NJ,https://newjersey.craigslist.org/apa/d/granite-counterss-appliances/6563017806.html
76,Bergen,Alpine,7620,2018-04-16 17:43,1500,1br,"One bedroom, NO FEE"," West New York, NJ",https://newjersey.craigslist.org/apa/d/one-bedroom-no-fee/6563046677.html
77,Bergen,Alpine,7620,2018-04-16 17:42,1700,2br,2 bedrooms, Haledon,https://newjersey.craigslist.org/apa/d/2-bedrooms/6553536603.html
78,Bergen,Alpine,7620,2018-04-16 17:38,2770,1br,"1 bedroom - W/ Loft, Walk In Closets, Garage parking",,https://newjersey.craigslist.org/apa/d/1-bedroom-loft-walk-in/6561286281.html
79,Bergen,Alpine,7620,2018-04-16 17:37,1175,2br,Nice 2 BR ground fl, Nutley,https://newjersey.craigslist.org/apa/d/nice-2-br-ground-fl/6563039507.html
80,Bergen,Alpine,7620,2018-04-16 17:36,1599,2br,"HUGE 2 BEDROOM, 2 BATH  ALL UTILITIES BALCONY, NYC VIEW", EAST ORANGE,https://newjersey.craigslist.org/apa/d/huge-2-bedroom-2-bath-all/6562988309.html
81,Bergen,Alpine,7620,2018-04-16 17:31,1500,2br,NEWLY UPDATED MONTCLAIR 2 BDRM. COMMUTER FRIENDLY, MONTCLAIR,https://newjersey.craigslist.org/apa/d/newly-updated-montclair-2/6555327540.html
82,Bergen,Alpine,7620,2018-04-16 17:27,1225,,Renovated Studio No Broker Fee Open House walk 2 JSQ PATH TRAIN HEAT I, jersey city 95 beacon ave,https://newjersey.craigslist.org/apa/d/renovated-studio-no-broker/6551886919.html
83,Bergen,Alpine,7620,2018-04-16 17:27,1675,2br,****2nd FLOOR APARTMENT TWO FAMILY HOME ****, CLIFTON,https://newjersey.craigslist.org/apa/d/2nd-floor-apartment-two/6563029709.html
84,Bergen,Alpine,7620,2018-04-16 17:26,1650,1br,Gorgeous Renovated Exposed Brick Pavonia Ave No Broker Fee H+Hw inc'd, JERSEY CITY 943 PAVONIA AVE,https://newjersey.craigslist.org/apa/d/gorgeous-renovated-exposed/6538326482.html
85,Bergen,Alpine,7620,2018-04-16 17:26,1750,3br,MASSIVE 3 BEDROOM+2 BATHS=HEAT AND HOT WATER INCLUDED=NO FEE, EAST ORANGE=PROSPEC STREET=IRIDIUM,https://newjersey.craigslist.org/apa/d/massive-3-bedroom2-bathsheat/6556983216.html
86,Bergen,Alpine,7620,2018-04-16 17:26,2638,2br,Net Effective Rent Promotions *LimitedTime* 2 months free on 24m lease," North New Jersey, Hudson Valley NY",https://newjersey.craigslist.org/apa/d/net-effective-rent-promotions/6563016125.html
87,Bergen,Alpine,7620,2018-04-16 17:26,1475,1br,=LUXURY MASSIVE 1 BEDROOM= BRAND NEW RENOVATIONS=FITNESS CENTER=, EAST ORANGE=GLENWOOD AVENUE=IRIDIUM,https://newjersey.craigslist.org/apa/d/luxury-massive-1-bedroom/6556894915.html
88,Bergen,Alpine,7620,2018-04-16 17:26,1449,2br,==HUGE 2 BEDROOM=HEAT & HOT WATER INCLUDED= 1 MONTH SECURITY==, ORANGE=283 SOUTH CENTER=IRIDIUM,https://newjersey.craigslist.org/apa/d/huge-2-bedroomheat-hot-water/6556894835.html
89,Bergen,Alpine,7620,2018-04-16 17:26,1350,2br,=DOS HABITACIONES REVONADA= CALEFACION &AGUA CALIENTE=FRENTE AL PARQUE, ELIZABETH=471 MADISON AVENUE=IRIDIUM,https://newjersey.craigslist.org/apa/d/dos-habitaciones-revonada/6556890134.html
91,Bergen,Alpine,7620,2018-04-16 17:26,1250,1br,~MONTCLAIR~ LARGE 1 BEDROOM~PARKING INC~ READY TO MOVE IN," 82 Mission St, Montclair, NJ",https://newjersey.craigslist.org/apa/d/montclair-large-1/6563015607.html
92,Bergen,Alpine,7620,2018-04-16 17:26,850,1br,First Floor One Bedroom in Newark, 69 N 9th Street,https://newjersey.craigslist.org/apa/d/first-floor-one-bedroom-in/6563028260.html
93,Bergen,Alpine,7620,2018-04-16 17:25,1350,,=RENOVATED 2 BEDROOMS APARTMENT= EASY NYC COMMUTE=MOVE IN READY, EAST ORANGE=HALSTED STREET=IRIDIUM,https://newjersey.craigslist.org/apa/d/renovated-2-bedrooms/6556357734.html
94,Bergen,Alpine,7620,2018-04-16 17:25,1250,1br,BRAND NEW LUXURY 1 BEDROOM=HEAT&HOT WATER INCLUDED=RIGHT OFF NYC TRAIN, ORANGE=CENTRAL AVE=IRIDIUM,https://newjersey.craigslist.org/apa/d/brand-new-luxury-1/6556889752.html
95,Bergen,Alpine,7620,2018-04-16 17:25,1099,1br,==RENOVATED 1 BEDROOM RIGHT OFF BRICK CHURCH NYC STATION=HEAT&HW INCL=, East Orange=Halsted Street=Iridium,https://newjersey.craigslist.org/apa/d/renovated-1-bedroom-right-off/6559843140.html
96,Bergen,Alpine,7620,2018-04-16 17:25,1350,2br,==RENOVATED 2 BEDROOM RIGHT OFF BRICK CHURCH NYC STATION=HEAT&HW INCL=, East Orange=Halsted Street=Iridium,https://newjersey.craigslist.org/apa/d/renovated-2-bedroom-right-off/6559843329.html
97,Bergen,Alpine,7620,2018-04-16 17:25,1250,2br,=NO FEE=RENOVATED 2 BEDROOM EAST ORANGE=2 BLOCKS OFF NYC TRAIN=, EAST ORANGE=57 SOUTH WALNUT=IRIDIUM,https://newjersey.craigslist.org/apa/d/no-feerenovated-2-bedroom/6559850676.html
98,Bergen,Alpine,7620,2018-04-16 17:22,1400,,Studio Apartment for Rent in Jersey City Heights, 248 CAMBRIDGE AVE,https://newjersey.craigslist.org/apa/d/studio-apartment-for-rent-in/6563024124.html
99,Bergen,Alpine,7620,2018-04-16 17:21,1975,1br,Center of Nutley Luxury One Bedroom, Nutley,https://newjersey.craigslist.org/apa/d/center-of-nutley-luxury-one/6545395496.html
100,Bergen,Alpine,7620,2018-04-16 17:21,1325,2br,2BEDROOM 1 BATH WITH ALL UTILITIES INCLUDED+ DOORMAN BUILDING, EAST ORANGE,https://newjersey.craigslist.org/apa/d/2bedroom-1-bath-with-all/6562984089.html
101,Bergen,Alpine,7620,2018-04-16 17:19,1450,,Newly renovated 4 bedroom 2 bath, Newark,https://newjersey.craigslist.org/apa/d/newly-renovated-4-bedroom-2/6562959981.html
102,Bergen,Alpine,7620,2018-04-16 17:19,1300,,Furnished Studio Apartment for Rent," Guttenberg, NJ - Hudson County",https://newjersey.craigslist.org/apa/d/furnished-studio-apartment/6563020739.html
103,Bergen,Alpine,7620,2018-04-16 17:18,2000,3br,Nice 3 BR Apartment, Belleville,https://newjersey.craigslist.org/apa/d/nice-3-br-apartment/6563020164.html
104,Bergen,Alpine,7620,2018-04-16 17:16,2100,2br,Spacious 2 BR, Belleville,https://newjersey.craigslist.org/apa/d/spacious-2-br/6563018515.html
105,Bergen,Alpine,7620,2018-04-16 17:16,2184,2br,Elegant 2BR/2BA Apt. with Access to Miles of Walking Trails," Roselle, NJ",https://newjersey.craigslist.org/apa/d/elegant-2br-2ba-apt-with/6563017815.html
106,Bergen,Alpine,7620,2018-04-16 17:15,1349,2br,2 BEDROOM 1 BATH  ALL UTILITIES + DOORMAN BUILDING ~ best deal, EAST ORANGE,https://newjersey.craigslist.org/apa/d/2-bedroom-1-bath-all/6562982814.html
107,Bergen,Alpine,7620,2018-04-16 17:15,1900,1br,"Spacious 1 BR 'ALL UTILITIES INCL""", Bloomfield,https://newjersey.craigslist.org/apa/d/spacious-1-br-all-utilities/6563017024.html
108,Bergen,Alpine,7620,2018-04-16 17:14,2150,2br,$2150 2 Bed -2 BATH / NO BROKER FEE, 43RD ST,https://newjersey.craigslist.org/apa/d/bed-2-bath-no-broker-fee/6563015775.html
109,Bergen,Alpine,7620,2018-04-16 17:14,2300,4br,"Renovated 4 BR 2 Bath ""PET FRIENDLY""", Bloomfield,https://newjersey.craigslist.org/apa/d/renovated-4-br-2-bath-pet/6563015540.html
110,Bergen,Alpine,7620,2018-04-16 17:13,2281,,Newly Constructed Apartment Building/ Units Available! Parking/Terrace," North New Jersey, Hudson Valley NY",https://newjersey.craigslist.org/apa/d/newly-constructed-apartment/6562999011.html
111,Bergen,Alpine,7620,2018-04-16 17:12,1249,1br,"DOORMAN BUILDING ALL UTILITIES INCL BALCONY, NYC VIEW", EAST ORANGE,https://newjersey.craigslist.org/apa/d/doorman-building-all/6562974680.html
112,Bergen,Alpine,7620,2018-04-16 17:12,1525,1br,Large 1 BR 'ALL TUILITIES INCL., Bloomfield,https://newjersey.craigslist.org/apa/d/large-1-br-all-tuilities-incl/6563013903.html
113,Bergen,Alpine,7620,2018-04-16 17:10,2555,2br,"2 bedroom - Dishwasher, Beautiful Landscaping, Covered Parking", 675 Tea Street,https://newjersey.craigslist.org/apa/d/2-bedroom-dishwasher/6553740829.html
114,Bergen,Alpine,7620,2018-04-16 17:09,3200,,Amazing Hudson River  NYC views from this high end luxury Condo, Edgewater,https://newjersey.craigslist.org/apa/d/amazing-hudson-river-nyc/6540637889.html
115,Bergen,Alpine,7620,2018-04-16 17:08,2281,,1 bedroom 1 bath w/ 330 ft Terrace Net Effective Rent Promotion," North New Jersey, Hudson Valley NY",https://newjersey.craigslist.org/apa/d/1-bedroom-1-bath-330-ft/6562995144.html
116,Bergen,Alpine,7620,2018-04-16 17:08,1399,2br,NO FEE=BRAND NEW 1 BEDROOMS=GARDEN SETTINGS=HEAT & HOT WATER INCL!, EAST ORANGE=255 SOUTH HARRISON STREET=IRIDIUM,https://newjersey.craigslist.org/apa/d/no-feebrand-new-1/6558266897.html
117,Bergen,Alpine,7620,2018-04-16 17:08,2100,2br,Very Nice and cozy 2 BR, Bloomfield,https://newjersey.craigslist.org/apa/d/very-nice-and-cozy-2-br/6563009366.html
0,Bergen,Bergenfield,7621,2018-04-16 17:08,1449,2br,==HUGE 2 BEDROOM=HEAT & HOT WATER INCLUDED= 1 MONTH SECURITY==, ORANGE=283 SOUTH CENTER=IRIDIUM,https://newjersey.craigslist.org/apa/d/huge-2-bedroomheat-hot-water/6558264755.html
1,Bergen,Bergenfield,7621,2018-04-16 17:08,1350,2br,==RENOVATED 2 BEDROOM RIGHT OFF BRICK CHURCH NYC STATION=HEAT&HW INCL=, East Orange=Halsted Street=Iridium,https://newjersey.craigslist.org/apa/d/renovated-2-bedroom-right-off/6558263852.html
2,Bergen,Bergenfield,7621,2018-04-16 17:08,1350,2br,=DOS HABITACIONES REVONADA= CALEFACION &AGUA CALIENTE=FRENTE AL PARQUE, ELIZABETH=471 MADISON AVENUE=IRIDIUM,https://newjersey.craigslist.org/apa/d/dos-habitaciones-revonada/6558226316.html
